Status,Title,URL,LocalFile,FileType,Size,LastModified,DownloadResult,Level,Referrer
"Saved","","http://tinyvga.com/images/featurebox-leftbg.jpg","../tinyvga.com\images\featurebox-leftbg.jpg","Images","2227","Mon, 05 Jan 2009 15:20:00 GMT","200 OK","4","http://tinyvga.com/featurebox.css"
"Saved","","http://tinyvga.com/images/featurebox-rightbg.jpg","../tinyvga.com\images\featurebox-rightbg.jpg","Images","8442","Wed, 04 Mar 2009 12:22:15 GMT","200 OK","4","http://tinyvga.com/featurebox.css"
"Parsed","MicroVGA KIT91SAM7S","http://tinyvga.com/kit91sam7s","../tinyvga.com\kit91sam7s.html","HTML","4097","","200 OK","4","http://tinyvga.com/order"
"Parsed","Micro VGA Images","http://tinyvga.com/uvga-images","../tinyvga.com\uvga-images.html","HTML","3555","","200 OK","4","http://tinyvga.com/docs"
"Saved","","http://tinyvga.com/images/demo-lib.png","../tinyvga.com\images\demo-lib.png","Images","265119","Mon, 06 Apr 2009 11:59:20 GMT","200 OK","4","http://tinyvga.com/docs"
"Saved","uVGA-TEXT-DS: MicroVGA-TEXT Datasheet","http://tinyvga.com/pdf/uvga-text-ds.pdf","../tinyvga.com\pdf\uvga-text-ds.pdf","Other","357238","Fri, 28 Aug 2009 11:33:52 GMT","200 OK","4","http://tinyvga.com/docs"
"Saved","uVGA-TEXT-UM: MicroVGA-TEXT User Manual","http://tinyvga.com/pdf/uvga-text-um.pdf","../tinyvga.com\pdf\uvga-text-um.pdf","Other","1189978","Fri, 28 Aug 2009 11:35:48 GMT","200 OK","4","http://tinyvga.com/docs"
"Saved","uVGA-CONIO-LIB: MicroVGA-TEXT conio Library User Manual","http://tinyvga.com/pdf/uvga-conio-lib.pdf","../tinyvga.com\pdf\uvga-conio-lib.pdf","Other","585869","Fri, 28 Aug 2009 11:33:26 GMT","200 OK","4","http://tinyvga.com/docs"
"Saved","&micro;VGA demo applications","http://tinyvga.com/uvga-conio-demo.zip","../tinyvga.com\uvga-conio-demo.zip","Archive","1252563","Thu, 24 Sep 2009 14:48:29 GMT","200 OK","4","http://tinyvga.com/docs"
"Saved","&micro;VGA conio library","http://tinyvga.com/uvga-conio-lib.zip","../tinyvga.com\uvga-conio-lib.zip","Archive","6347","Thu, 24 Sep 2009 14:49:08 GMT","200 OK","4","http://tinyvga.com/docs"
"Parsed","MicroVGA conio Text User Interface Library","http://tinyvga.com/conio-lib","../tinyvga.com\conio-lib.html","HTML","4347","","200 OK","4","http://tinyvga.com/docs"
"Parsed","MicroVGA Arduino support","http://tinyvga.com/arduino","../tinyvga.com\arduino.html","HTML","3040","","200 OK","4","http://tinyvga.com/docs"
"Saved","","http://tinyvga.com/images/office.jpg","../tinyvga.com\images\office.jpg","Images","8917","Mon, 02 Mar 2009 13:06:42 GMT","200 OK","4","http://tinyvga.com/contact"
"Saved","","http://tinyvga.com/images/logo.png","../tinyvga.com\images\logo.png","Images","11077","Wed, 29 Oct 2008 05:03:45 GMT","200 OK","4","http://tinyvga.com/contact"
"Parsed","Q: How is VGA terminated?","http://tinyvga.com/faq/electrical/how-is-vga-terminated","../tinyvga.com\faq\electrical\how-is-vga-terminated.html","HTML","1934","","200 OK","3","http://tinyvga.com/faq/electrical"
"Parsed","Q: What are VGA voltage levels?","http://tinyvga.com/faq/electrical/what-are-vga-voltage-levels","../tinyvga.com\faq\electrical\what-are-vga-voltage-levels.html","HTML","1951","","200 OK","3","http://tinyvga.com/faq/electrical"
"Parsed","Q: What is E-DDC ?","http://tinyvga.com/faq/electrical/what-is-e-ddc","../tinyvga.com\faq\electrical\what-is-e-ddc.html","HTML","2024","","200 OK","3","http://tinyvga.com/faq/electrical"
"Parsed","Q: What is VESA DDC 1?","http://tinyvga.com/faq/electrical/what-is-vesa-ddc-1","../tinyvga.com\faq\electrical\what-is-vesa-ddc-1.html","HTML","2528","","200 OK","3","http://tinyvga.com/faq/electrical"
"Parsed","Q: What is VESA DDC 2?","http://tinyvga.com/faq/electrical/what-is-vesa-ddc-2","../tinyvga.com\faq\electrical\what-is-vesa-ddc-2.html","HTML","2364","","200 OK","3","http://tinyvga.com/faq/electrical"
"Parsed","Q: What is VESA Display Data Channel (DDC)?","http://tinyvga.com/faq/electrical/what-is-vesa-display-data-channel-ddc","../tinyvga.com\faq\electrical\what-is-vesa-display-data-channel-ddc.html","HTML","1965","","200 OK","3","http://tinyvga.com/faq/electrical"
"Parsed","Q: What is the correct input impedance value of the H-sync signal at monitor side?","http://tinyvga.com/faq/electrical/what-is-the-correct-input-impedance-value-of-the-h-sync-signal-at-monitor-side","../tinyvga.com\faq\electrical\what-is-the-correct-input-impedance-value-of-the-h-sync-signal-at-monitor-side.html","HTML","1874","","200 OK","3","http://tinyvga.com/faq/electrical"
"Saved","The KIT91SAM7S-MicroVGA is a low-cost ARM7 development kit for use withthe MicroVGA-TEXT. It is recommended for everyone who is startingwith the MicroVGA. The board comes pre-loaded with firmware and can be programmed using free tools (GNU CC for ARM7 and Atmel SAM-BA), no additional programmers/interfaces are required. Demosource code is available for free, which means that you can startevaluating the MicroVGA immediately, without having to hassle withmicrocontroller setup or communication issues. Furthermore, the boardcontains powerful ARM7 MCU (","http://tinyvga.com/images/kit91_resize.jpg","../tinyvga.com\images\kit91_resize.jpg","Images","31619","Mon, 07 Sep 2009 21:51:20 GMT","200 OK","5","http://tinyvga.com/kit91sam7s"
"Saved","","http://tinyvga.com/images/uvga_module.jpg","../tinyvga.com\images\uvga_module.jpg","Images","669140","Mon, 23 Feb 2009 14:36:29 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_module_resize.jpg","../tinyvga.com\images\uvga_module_resize.jpg","Images","37364","Mon, 23 Feb 2009 14:37:45 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_conn.jpg","../tinyvga.com\images\uvga_conn.jpg","Images","41558","Mon, 23 Feb 2009 14:51:25 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_conn_resize.jpg","../tinyvga.com\images\uvga_conn_resize.jpg","Images","14597","Mon, 23 Feb 2009 14:51:38 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_host.jpg","../tinyvga.com\images\uvga_host.jpg","Images","715608","Wed, 04 Mar 2009 11:59:44 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_host_resize.jpg","../tinyvga.com\images\uvga_host_resize.jpg","Images","29699","Wed, 04 Mar 2009 12:00:43 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_lcd.jpg","../tinyvga.com\images\uvga_lcd.jpg","Images","1195271","Sun, 07 Dec 2008 09:45:16 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_lcd_resize.jpg","../tinyvga.com\images\uvga_lcd_resize.jpg","Images","30419","Sun, 07 Dec 2008 09:45:17 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_crt.jpg","../tinyvga.com\images\uvga_crt.jpg","Images","1065931","Sun, 14 Dec 2008 09:25:57 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_crt_resize.jpg","../tinyvga.com\images\uvga_crt_resize.jpg","Images","33675","Sun, 14 Dec 2008 09:26:00 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_plasma.jpg","../tinyvga.com\images\uvga_plasma.jpg","Images","487734","Sun, 07 Dec 2008 09:46:17 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_plasma_resize.jpg","../tinyvga.com\images\uvga_plasma_resize.jpg","Images","32478","Sun, 07 Dec 2008 09:46:18 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_pal_lcd.jpg","../tinyvga.com\images\uvga_pal_lcd.jpg","Images","525918","Sun, 07 Dec 2008 09:46:08 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_pal_lcd_resize.jpg","../tinyvga.com\images\uvga_pal_lcd_resize.jpg","Images","26719","Sun, 07 Dec 2008 09:46:09 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_oldtv.jpg","../tinyvga.com\images\uvga_oldtv.jpg","Images","2636002","Sun, 07 Dec 2008 09:45:58 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_oldtv_resize.jpg","../tinyvga.com\images\uvga_oldtv_resize.jpg","Images","28634","Sun, 07 Dec 2008 09:45:59 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_colors.jpg","../tinyvga.com\images\uvga_colors.jpg","Images","306745","Sun, 07 Dec 2008 09:44:48 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_colors_resize.jpg","../tinyvga.com\images\uvga_colors_resize.jpg","Images","32588","Sun, 07 Dec 2008 09:44:49 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_charset.jpg","../tinyvga.com\images\uvga_charset.jpg","Images","481996","Sun, 07 Dec 2008 09:44:56 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Saved","","http://tinyvga.com/images/uvga_charset_resize.jpg","../tinyvga.com\images\uvga_charset_resize.jpg","Images","43826","Sun, 07 Dec 2008 09:44:58 GMT","200 OK","5","http://tinyvga.com/uvga-images"
"Parsed","MicroVGA conio library demo application images","http://tinyvga.com/uvga-demo-images","../tinyvga.com\uvga-demo-images.html","HTML","3002","","200 OK","5","http://tinyvga.com/conio-lib"
"Saved","arduino-uvga-test1","http://tinyvga.com/arduino-uvga-test1.pde","../tinyvga.com\arduino-uvga-test1.pde","Unknown","1664","Tue, 20 Oct 2009 14:37:46 GMT","200 OK","5","http://tinyvga.com/arduino"
"Saved","arduino-uvga-test2","http://tinyvga.com/arduino-uvga-test2.pde","../tinyvga.com\arduino-uvga-test2.pde","Unknown","1295","Tue, 20 Oct 2009 14:41:25 GMT","200 OK","5","http://tinyvga.com/arduino"
"Saved","&micro;VGA Arduino library","http://tinyvga.com/MicroVGA-arduino.zip","../tinyvga.com\MicroVGA-arduino.zip","Archive","12039","Thu, 05 Dec 2013 12:25:06 GMT","200 OK","5","http://tinyvga.com/arduino"
"Saved","","http://tinyvga.com/images/uvga-demo1.jpg","../tinyvga.com\images\uvga-demo1.jpg","Images","73055","Mon, 06 Apr 2009 11:50:49 GMT","200 OK","6","http://tinyvga.com/uvga-demo-images"
"Saved","","http://tinyvga.com/images/uvga-demo1_resize.jpg","../tinyvga.com\images\uvga-demo1_resize.jpg","Images","24276","Mon, 06 Apr 2009 11:58:17 GMT","200 OK","6","http://tinyvga.com/uvga-demo-images"
"Saved","","http://tinyvga.com/images/uvga-demo0.jpg","../tinyvga.com\images\uvga-demo0.jpg","Images","172345","Mon, 06 Apr 2009 11:50:47 GMT","200 OK","6","http://tinyvga.com/uvga-demo-images"
"Saved","","http://tinyvga.com/images/uvga-demo0_resize.jpg","../tinyvga.com\images\uvga-demo0_resize.jpg","Images","49614","Mon, 06 Apr 2009 11:58:17 GMT","200 OK","6","http://tinyvga.com/uvga-demo-images"
"Saved","","http://tinyvga.com/images/uvga-demo2.jpg","../tinyvga.com\images\uvga-demo2.jpg","Images","91650","Mon, 06 Apr 2009 11:50:51 GMT","200 OK","6","http://tinyvga.com/uvga-demo-images"
"Saved","","http://tinyvga.com/images/uvga-demo2_resize.jpg","../tinyvga.com\images\uvga-demo2_resize.jpg","Images","35355","Mon, 06 Apr 2009 11:58:17 GMT","200 OK","6","http://tinyvga.com/uvga-demo-images"
"Saved","","http://tinyvga.com/images/uvga-demo3.jpg","../tinyvga.com\images\uvga-demo3.jpg","Images","33780","Mon, 06 Apr 2009 11:50:52 GMT","200 OK","6","http://tinyvga.com/uvga-demo-images"
"Saved","","http://tinyvga.com/images/uvga-demo3_resize.jpg","../tinyvga.com\images\uvga-demo3_resize.jpg","Images","10872","Mon, 06 Apr 2009 11:58:17 GMT","200 OK","6","http://tinyvga.com/uvga-demo-images"
"Saved","","http://tinyvga.com/images/uvga-demo4.jpg","../tinyvga.com\images\uvga-demo4.jpg","Images","54823","Mon, 06 Apr 2009 11:50:54 GMT","200 OK","6","http://tinyvga.com/uvga-demo-images"
"Saved","","http://tinyvga.com/images/uvga-demo4_resize.jpg","../tinyvga.com\images\uvga-demo4_resize.jpg","Images","20270","Mon, 06 Apr 2009 11:58:18 GMT","200 OK","6","http://tinyvga.com/uvga-demo-images"
